(1) Du lieu mac dinh
(2) Du lieu ngau nhien
(3) Du lieu da sap xep tang dan
(4) Du lieu da sap xep giam dan
(5) Du lieu bang nhau

//Insertion Sort
		4Kints		8Kints		16Kints		32Kints

(1)		15			21 			46			152

(2)		8 			14 			32 			136

(3)		0			0 			0 			0

(4)		5 			17 			70	 		267

(5)		0			0 			0 			0

//Merge Sort
		4Kints		8Kints		16Kints		32Kints

(1)		3			4 			5			7

(2)		0 			1 			1 			2

(3)		0			0 			1 			1

(4)		0 			1 			1	 		1

(5)		0			0 			1 			1

